"Area","Year","Month","Severity","Count","AreaPopulation","LengthofMotorway","LengthRuralARoad","LengthUrbanARoad","LengthRuralBRoad","LengthUrbanBRoad","LengthRuralCorURoad","LengthUrbanCorURoad","TotalRoadLength","Longitude","Latitude","AreaSize"
"South Tyneside",2021,"10","3",16,147919,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2021,"11","3",9,147919,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"South Tyneside",2021,"12","3",14,147919,0.1,10.4,19.8,3.5,16.8,23.7,274.7,355.8,-1.44693,54.9699,66944156.1592865
"Southampton",2021,"1","3",18,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"2","3",22,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"3","3",16,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"4","3",31,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"5","3",31,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"6","3",30,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"7","3",35,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"8","3",20,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"9","3",34,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"10","3",39,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"11","3",32,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southampton",2021,"12","3",29,247672,1.6,2,33.7,0.3,1.7,6.3,323.2,368.8,-1.39952,50.9212,56382964.6614304
"Southend-on-Sea",2021,"1","3",10,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"2","3",11,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"3","3",14,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"4","3",16,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"5","3",17,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"6","3",18,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"7","3",12,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"8","3",16,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"9","3",22,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"10","3",15,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"11","3",17,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southend-on-Sea",2021,"12","3",12,180655,0,1.3,19.8,0.6,5.8,7.7,249.5,284.6,0.706923,51.5492,67969863.8776169
"Southwark",2021,"1","3",43,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"2","3",40,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"3","3",55,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"4","3",64,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"5","3",69,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"6","3",98,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"7","3",83,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"8","3",63,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"9","3",77,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"10","3",77,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"11","3",77,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"Southwark",2021,"12","3",73,306762,0,0,34.4,0,10.8,0,198.9,244,-0.07308,51.4659,29923089.196022
"St. Helens",2021,"1","3",8,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"2","3",7,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"3","3",12,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"4","3",16,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"5","3",14,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"6","3",16,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"7","3",15,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"8","3",10,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"9","3",16,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"10","3",14,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"11","3",13,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"St. Helens",2021,"12","3",20,183394,8.7,26.2,26.2,14.9,10.7,60.1,316.7,463.5,-2.70309,53.4586,136356994.084129
"Stockport",2021,"1","3",20,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"2","3",5,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"3","3",19,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"4","3",18,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"5","3",17,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"6","3",18,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"7","3",17,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"8","3",10,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"9","3",15,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"10","3",17,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"11","3",20,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockport",2021,"12","3",12,295268,8,12.9,45.3,2.8,21.6,35.3,488,614,-2.12465,53.3911,126052653.572174
"Stockton-on-Tees",2021,"1","3",13,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"2","3",8,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"3","3",10,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"4","3",13,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"5","3",19,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"6","3",21,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"7","3",10,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"8","3",17,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"9","3",11,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"10","3",12,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"11","3",15,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stockton-on-Tees",2021,"12","3",12,197032,0,25.5,20.7,3.8,4.6,112.5,350.1,535.7,-1.30664,54.5569,209741083.856888
"Stoke-on-Trent",2021,"1","3",10,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"2","3",16,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"3","3",14,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"4","3",11,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"5","3",22,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"6","3",11,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"7","3",13,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"8","3",7,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"9","3",14,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"10","3",16,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"11","3",8,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Stoke-on-Trent",2021,"12","3",10,258102,0,5.9,49.2,1,11.8,25.4,445.2,549.6,-2.15888,53.0171,93437918.0714722
"Sunderland",2021,"1","3",20,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"2","3",16,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"3","3",22,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"4","3",26,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"5","3",23,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"6","3",31,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"7","3",23,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"8","3",13,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"9","3",24,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"10","3",17,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"11","3",20,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sunderland",2021,"12","3",20,274378,2.4,23,36,9.6,20.7,76.4,561.7,737.8,-1.43368,54.8571,139630930.796204
"Sutton",2021,"1","3",11,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"2","3",11,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"3","3",17,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"4","3",29,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"5","3",37,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"6","3",26,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"7","3",25,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"8","3",22,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"9","3",33,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"10","3",28,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"11","3",35,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Sutton",2021,"12","3",24,209617,0,0,18.4,0,17.6,0,255.5,291.5,-0.17226,51.3576,43846389.2904892
"Swansea",2021,"1","3",7,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"2","3",4,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"3","3",16,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"4","3",18,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"5","3",22,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"6","3",12,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"7","3",8,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"8","3",11,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"9","3",8,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"10","3",12,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"11","3",8,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swansea",2021,"12","3",8,237897,9.6,35.9,26.5,32.8,26.7,209,387.7,728.1,-3.96723,51.6581,419609282.27866
"Swindon",2021,"1","3",25,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"2","3",14,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"3","3",25,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"4","3",16,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"5","3",39,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"6","3",28,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"7","3",32,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"8","3",41,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"9","3",33,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"10","3",38,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"11","3",31,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Swindon",2021,"12","3",33,233760,9.5,20.9,14.5,25.1,24.3,143.4,284.2,531.2,-1.73369,51.5776,230063195.039627
"Tameside",2021,"1","3",7,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"2","3",4,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"3","3",7,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"4","3",14,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"5","3",14,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"6","3",12,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"7","3",15,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"8","3",11,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"9","3",11,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"10","3",16,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"11","3",16,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Tameside",2021,"12","3",12,231220,9.5,5.3,34.2,1.5,18.1,23.8,383.4,477.9,-2.077,53.4787,103152055.204788
"Telford and Wrekin",2021,"1","3",4,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"2","3",6,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"3","3",10,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"4","3",11,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"5","3",12,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"6","3",15,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"7","3",9,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"8","3",4,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"9","3",15,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"10","3",12,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"11","3",14,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Telford and Wrekin",2021,"12","3",7,185857,7.7,41.6,10.4,27.9,10.9,230,340.9,672.2,-2.48941,52.7142,290273095.945671
"Thurrock",2021,"1","3",12,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"2","3",13,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"3","3",19,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"4","3",24,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"5","3",17,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"6","3",31,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"7","3",15,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"8","3",15,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"9","3",25,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"10","3",18,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"11","3",24,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Thurrock",2021,"12","3",20,175933,3,26.2,14.2,12.5,6.6,95.6,202.5,375,0.334874,51.51,184436930.918457
"Torbay",2021,"1","3",14,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"2","3",5,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"3","3",12,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"4","3",15,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"5","3",21,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"6","3",21,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"7","3",17,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"8","3",14,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"9","3",14,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"10","3",17,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"11","3",17,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torbay",2021,"12","3",15,139440,0,11.1,17.7,0.3,4.9,35.7,256.5,326.2,-3.55523,50.4709,119447013.314242
"Torfaen",2021,"1","3",1,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"2","3",4,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"3","3",5,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"4","3",6,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"5","3",6,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"6","3",5,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"7","3",2,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"8","3",3,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"9","3",2,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"10","3",4,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"11","3",6,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Torfaen",2021,"12","3",5,92454,0,7.6,6.4,8.5,3.1,77.2,189.9,301.4,-3.05101,51.6984,126240979.289165
"Tower Hamlets",2021,"1","3",54,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"2","3",46,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"3","3",69,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"4","3",91,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"5","3",92,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"6","3",101,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"7","3",80,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"8","3",90,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"9","3",98,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"10","3",75,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
"Tower Hamlets",2021,"11","3",92,312715,0,0,25.8,0,14,0,144.2,184,-0.03647,51.5155,21576909.3989868
